"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","94","962","1","56.826656","0","192"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Game/Assets/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Summer.MA_Summer","0","1128","45","12","3500.137207","0","18530"
"/Game/Assets/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Imposter.MA_Imposter","0","282","11","3","410.371979","0","3561"
"/Game/Assets/EF_TwinsRoom/Materials/Master_WorldMaterial_Mat.Master_WorldMaterial_Mat","0","66","12","2","72.006142","0","355"
"/Game/Assets/EF_TwinsRoom/Materials/Master_Glass_Mat.Master_Glass_Mat","0","204","5","2","583.491699","0","2147"
"/Game/Assets/EF_FirstFloor/Common/MasterMaterial/Master_WorldMaterial_Mat.Master_WorldMaterial_Mat","0","66","13","2","0.000000","0","327"
"/Game/Assets/EF_FirstFloor/Common/MasterMaterial/Master_Props_Mat.Master_Props_Mat","0","749","36","7","310.572906","0","6685"
"/Game/Assets/EF_Edie/Common/MasterMaterial/Master_WorldMaterial_Mat.Master_WorldMaterial_Mat","0","66","14","2","0.000000","0","275"
"/Game/Assets/EF_Edith/Common/MasterMaterial/Master_Props_Mat.Master_Props_Mat","0","443","18","4","633.468384","0","3651"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/Master_WorldMaterial_Mat.Master_WorldMaterial_Mat","0","111","12","2","139.443756","0","533"
"/Game/Assets/EF_TwinsRoom/Materials/Master_Props_Mat.Master_Props_Mat","0","306","12","3","107.240448","0","2768"
"/Game/Assets/HorrorEngine/Materials/HE_TvGlow.HE_TvGlow","0","76","39","4","43.737305","0","232"
"/Game/Assets/HorrorEngine/Materials/HE_VhsGlow.HE_VhsGlow","0","76","34","4","65.498459","0","192"
"/Game/Assets/HorrorEngine/Materials/HE_MasterMaterial.HE_MasterMaterial","0","123","8","2","127.807480","0","870"
"/Game/Assets/EF_TwinsRoom/Common/MasterMaterial/MASTER_BaseColor_Mat.MASTER_BaseColor_Mat","0","180","4","1","174.583496","0","2229"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/Master_Props_Masked_SubSurface_Mat.Master_Props_Masked_SubSurface_Mat","0","444","20","2","414.729004","0","7001"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/Master_Glass_Mat.Master_Glass_Mat","0","102","1","1","590.798279","0","1299"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/Master_Metal_Mat.Master_Metal_Mat","0","105","14","2","101.400787","0","686"
"/Game/Assets/EF_FirstFloor/Common/MasterMaterial/Master_Props_Masked_Mat.Master_Props_Masked_Mat","0","1524","29","6","831.437622","0","33983"
"/Game/Assets/EF_FirstFloor/Common/MasterMaterial/Master_Glass_Mat.Master_Glass_Mat","0","408","12","4","2154.896240","0","4150"
"/Game/Assets/EF_FirstFloor/Common/MasterMaterial/Master_BookVariety_Mat.Master_BookVariety_Mat","0","204","8","2","633.371338","0","1795"
"/Game/Assets/EF_FirstFloor/Common/MasterMaterial/Master_Metal_Mat.Master_Metal_Mat","0","45","2","1","38.780521","0","245"
"/Game/Assets/EF_Edith/Common/MasterMaterial/Master_VertHeightLerp_Mat.Master_VertHeightLerp_Mat","0","165","34","5","172.636826","330","2442"
"/Game/Assets/EF_Edith/Common/MasterMaterial/Master_WorldMaterial_Mat.Master_WorldMaterial_Mat","0","43","10","1","36.584236","0","170"
"/Game/Assets/EF_Edie/Common/MasterMaterial/Master_Props_Mat.Master_Props_Mat","0","612","40","6","92.470802","0","4878"
"/Game/Assets/EF_Edie/Common/MasterMaterial/Master_Glass_Mat.Master_Glass_Mat","0","306","5","3","2148.244629","0","3466"
"/Game/Assets/EF_Edie/Common/MasterMaterial/Master_Props_Masked_Mat.Master_Props_Masked_Mat","0","1270","37","5","0.000000","254","31796"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/Master_Props_Mat.Master_Props_Mat","0","239","9","2","642.172485","0","2352"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/Assets/EF_TwinsRoom/Common/Materials/Metal/MetalBasic_a_r_Mat.MetalBasic_a_r_Mat","0","21","2","1","20.466709","0","98"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/Master_Props_Emmisive_Mat.Master_Props_Emmisive_Mat","0","109","30","3","103.042877","0","544"
"/Game/Assets/EF_Edith/Shared/Effects/Materials/Wood/polished_wood_lighter_Mat.polished_wood_lighter_Mat","0","33","3","1","31.218918","0","124"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/MASTER_BaseColor_Mat.MASTER_BaseColor_Mat","0","270","13","2","235.665863","0","2690"
"/Game/Assets/EF_Edith/Common/Materials/Wood/WoodPlanksWall_a_c_Mat.WoodPlanksWall_a_c_Mat","0","21","9","1","21.762640","0","61"
"/Game/Assets/EF_Edie/Common/MasterMaterial/Master_Props_Emmisive_Mat.Master_Props_Emmisive_Mat","0","33","10","1","0.000000","0","157"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Game/MS_Blood/Master_Materials/Decal_MasterMaterial.Decal_MasterMaterial","0","87","10","1","78.134338","0","645"
"/Game/MSPresets/MS_DefaultMaterial/MS_DefaultMaterial.MS_DefaultMaterial","0","21","7","1","20.819336","0","74"
"/Game/Inventory/intro_Mat.intro_Mat","0","21","8","1","20.474010","0","72"
"/Game/Inventory/bill_Mat.bill_Mat","0","21","9","1","20.501150","0","79"
"/Game/FirstPersonBP/Doors/familtnt_Mat.familtnt_Mat","0","21","1","1","22.528200","0","53"
"/Game/Assets/HorrorEngine/Materials/HE_Paper.HE_Paper","0","21","10","1","20.252556","0","53"
"/Game/FirstPersonBP/Doors/family_Mat.family_Mat","0","21","2","1","22.620102","0","74"
"/Game/Assets/EF_Edith/Common/MasterMaterial/Master_Props_Masked_Mat.Master_Props_Masked_Mat","0","1016","30","4","220.860046","0","22081"
"/Game/FirstPersonBP/calendar2015_Mat.calendar2015_Mat","0","21","1","1","421.490753","0","93"
"/Game/Assets/HorrorEngine/Textures/SamplePhoto01_Mat.SamplePhoto01_Mat","0","21","8","1","22.765699","0","75"
"/Game/Assets/HorrorEngine/Materials/He_Noise2.He_Noise2","0","40","1","1","47.459076","0","166"
"/Game/Assets/HorrorEngine/Media/Tv_Media.Tv_Media","0","12","1","1","13.926805","0","33"
"/Game/Assets/HorrorEngine/Materials/HE_VhsPlayerPart.HE_VhsPlayerPart","0","42","1","1","138.939651","0","266"
"/Game/Assets/HorrorEngine/Materials/HE_VhsPlayer.HE_VhsPlayer","0","52","10","1","54.247044","0","256"
"/Game/Assets/HorrorEngine/Materials/HE_OldTv.HE_OldTv","0","21","3","1","22.931137","0","56"
"/Game/Assets/HorrorEngine/Media/VhsMedia.VhsMedia","0","12","12","1","13.316600","0","15"
"/Game/Assets/HorrorEngine/Materials/He_VhsBlankScreenGlow.He_VhsBlankScreenGlow","0","19","3","1","13.675779","0","51"
"/Game/Assets/HorrorEngine/Materials/He_VhsBlankScreen.He_VhsBlankScreen","0","12","12","1","13.216771","0","17"
"/Game/Assets/HorrorEngine/Materials/He_NoiseGlow.He_NoiseGlow","0","19","4","1","13.735823","0","51"
"/Game/Assets/HorrorEngine/Materials/He_Noise.He_Noise","0","21","7","1","23.550447","0","60"
"/Game/Assets/HorrorEngine/Materials/HE_ControlScreen.HE_ControlScreen","0","42","10","1","41.924580","0","175"
"/Game/Assets/HorrorEngine/Materials/HE_Glass.HE_Glass","0","42","2","1","136.378479","0","244"
"/Game/Assets/HorrorEngine/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","24","6","1","18.986219","0","74"
"/Game/Assets/HorrorEngine/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","84","6","1","93.158012","0","572"
"/Game/Assets/HorrorEngine/Materials/HE_LighterFlame.HE_LighterFlame","0","24","1","1","18.269495","0","98"
"/Game/Assets/HorrorEngine/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","24","8","1","19.249243","0","82"
"/Game/Assets/HorrorEngine/Materials/He_Shot.He_Shot","0","31","2","1","32.957977","0","103"
"/Game/Assets/HorrorEngine/Materials/HE_Glitch.HE_Glitch","0","15","8","1","9.276266","0","44"
"/Game/Assets/HorrorEngine/Materials/HE_PistolBullet.HE_PistolBullet","0","21","5","1","21.606754","0","57"
"/Game/Assets/HorrorEngine/Materials/HE_EmissiveText.HE_EmissiveText","0","34","10","1","27.805656","0","94"
"/Game/Assets/HorrorEngine/Materials/He_Rock.He_Rock","0","33","3","1","32.267231","0","156"
"/Game/Assets/HorrorEngine/Textures/HUD/InventoryCapture_Mat.InventoryCapture_Mat","0","15","15","1","9.062675","0","23"
"/Game/Assets/EF_TwinsRoom/Common/Materials/WallPaper/WallPaperTwinsRoom_a_C_Mat.WallPaperTwinsRoom_a_C_Mat","0","21","3","1","22.312714","0","72"
"/Game/Assets/EF_MollyGreg/Textures/ShipWoodWallPanels_a_R_Mat.ShipWoodWallPanels_a_R_Mat","0","21","4","1","22.525726","0","57"
"/Game/Assets/EF_MollyGreg/Textures/ShipWoodFloor_b_BC_Mat.ShipWoodFloor_b_BC_Mat","0","21","5","1","21.452257","0","57"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/CleanMetal_MasterMat.CleanMetal_MasterMat","0","33","9","1","35.310066","0","175"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/Master_Opaque_Mat.Master_Opaque_Mat","0","90","6","1","96.720329","0","512"
"/Game/Assets/EF_MollyGreg/Shared/GenericPropsInterior/Curtains/curtains_kitchen_a_Mat.curtains_kitchen_a_Mat","0","43","7","1","40.722687","0","222"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/MASTER_EmissiveColor_Mat.MASTER_EmissiveColor_Mat","0","12","12","1","7.473515","0","21"
"/Game/Assets/EF_MollyGreg/Common/Materials/Metal/brass_Mat.brass_Mat","0","33","2","1","30.209124","0","140"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/Master_Props_Masked_Emissive_Mat.Master_Props_Masked_Emissive_Mat","0","222","10","1","203.873215","0","3485"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/SkyScroll_MasterMat.SkyScroll_MasterMat","0","2","2","1","1.662471","0","4"
"/Game/Assets/EF_FirstFloor/Shared/GenericPropsInterior/DoorFoam_a_c_Mat.DoorFoam_a_c_Mat","0","21","9","1","21.839695","0","79"
"/Game/Assets/EF_FirstFloor/Common/MasterMaterial/Master_VertHeightLerp_Mat.Master_VertHeightLerp_Mat","0","66","19","2","522.750671","132","888"
"/Game/Assets/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Winter.MA_Winter","0","1128","41","12","4055.782227","0","15603"
"/Game/Assets/PN_interactiveSpruceForest/UE4_Mannequin/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","144","18","2","110.231186","0","738"
"/Game/Assets/EF_TwinsRoom/Common/MasterMaterial/Master_DFMasked_Mat.Master_DFMasked_Mat","0","254","1","1","247.976746","0","3810"
"/Game/Assets/EF_TwinsRoom/Common/MasterMaterial/Master_Props_Masked_Mat.Master_Props_Masked_Mat","0","508","18","2","243.050110","0","9601"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/Master_Props_Masked_Mat.Master_Props_Masked_Mat","0","508","23","2","454.506897","0","9331"
"/Game/Assets/EF_Edith/Common/MasterMaterial/Master_Props_MaskedDither_Mat.Master_Props_MaskedDither_Mat","0","790","40","5","492.040283","0","7176"
"/Game/Assets/EF_Edith/Common/MasterMaterial/Master_Glass_Mat.Master_Glass_Mat","0","102","1","1","581.915100","0","930"
"/Game/Assets/EF_Edie/Common/MasterMaterial/MASTER_BaseColor_Mat.MASTER_BaseColor_Mat","0","18","18","1","18.684332","0","47"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/Master_Props_RimLight_Mat.Master_Props_RimLight_Mat","0","74","17","2","65.227837","0","523"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/Master_Props_SubSurface_Mat.Master_Props_SubSurface_Mat","0","180","17","2","85.533844","0","1204"
"/Game/Assets/EF_MollyGreg/Materials/M_MeshEmitWater_MASTER.M_MeshEmitWater_MASTER","0","360","23","3","360.730103","0","3448"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/MasterVertLerp_Mat.MasterVertLerp_Mat","0","42","20","2","45.174408","0","149"
"/Game/Assets/EF_Edith/Shared/Beach/Terrain/MasterVertLerp_Mat.MasterVertLerp_Mat","0","42","14","2","42.021091","0","176"
"/Game/Assets/EF_Edith/Common/MasterMaterial/Master_TextOpaque_Mat.Master_TextOpaque_Mat","0","33","14","2","28.410849","0","105"
"/Game/Assets/EF_Edith/Common/MasterMaterial/Master_Props_Emmisive_Mat.Master_Props_Emmisive_Mat","0","33","11","1","35.240467","0","119"
"/Game/Assets/EF_Edith/Common/MasterMaterial/Master_Props_SwingVert_Mat.Master_Props_SwingVert_Mat","0","420","21","2","384.563080","0","7423"
"/Game/Assets/EF_Edith/Common/MasterMaterial/Master_Props_Masked_SubSurface_Mat.Master_Props_Masked_SubSurface_Mat","0","222","10","1","190.847565","0","4161"
"/Game/Assets/EF_Edie/Common/MasterMaterial/Glass_MasterMat.Glass_MasterMat","0","72","6","1","74.672951","0","469"
"/Game/Inventory/drawing_Mat.drawing_Mat","0","21","9","1","20.755257","0","74"
"/Game/Assets/EF_TwinsRoom/Common/MasterMaterial/Glass_MasterMat.Glass_MasterMat","0","72","10","1","76.875641","0","704"
"/Game/Assets/EF_MollyGreg/Materials/coral_a.coral_a","0","21","10","1","21.147640","0","81"
"/Game/Assets/EF_FirstFloor/Effects/Materials/FlatSurfaces/glass_a_Mat.glass_a_Mat","0","72","6","1","75.981361","0","451"
"/Game/Assets/EF_Edith/Common/MasterMaterial/Master_BookVariety_Mat.Master_BookVariety_Mat","0","102","7","1","0.000000","0","553"
"/Game/Assets/EF_FirstFloor/Shared/Hunger/MonsterWater_a_Mat.MonsterWater_a_Mat","0","21","10","1","22.260033","0","62"
"/Game/Assets/EF_Edie/Shared/Characters/ShowerCurtain/ShowerCurtain_Mat.ShowerCurtain_Mat","0","43","8","1","40.453281","0","231"
"/Game/Assets/EF_Edie/Common/MasterMaterial/Master_Props_MaskedDither_Mat.Master_Props_MaskedDither_Mat","0","158","10","1","114.291534","0","1584"
"/Game/Assets/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_GroundWinter.MA_GroundWinter","0","75","10","1","56.216545","0","417"
"/Game/Assets/EF_Edith/Common/MasterMaterial/Master_Masked_DiffuseOnly.Master_Masked_DiffuseOnly","0","143","10","1","107.965691","0","1381"
"/Game/Assets/EF_MollyGreg/Shared/Coronation/Environments/PalaceInterior/metal_a_Mat.metal_a_Mat","0","43","11","1","38.625858","0","267"
"/Game/Assets/EF_Edith/Shared/Effects/Materials/FlatSurfaces/glass_a_foggy_Mat.glass_a_foggy_Mat","0","72","6","1","77.911133","0","594"
"/Game/Assets/EF_FirstFloor/Common/MasterMaterial/Master_Props_MaskedDither_Mat.Master_Props_MaskedDither_Mat","0","158","13","1","0.000000","0","1141"
"/Game/Assets/EF_FirstFloor/Common/Materials/Glass/TestGlass/Materials/Free/Glass/M_Glass_Master.M_Glass_Master","0","102","4","1","294.422119","0","1304"
"/Game/Assets/EF_MollyGreg/Materials/MonsterWater_a_Mat.MonsterWater_a_Mat","0","21","21","1","0.000000","0","30"
"/Game/Assets/EF_MollyGreg/Common/MasterMaterial/Master_TextTranslucent_Mat.Master_TextTranslucent_Mat","0","13","14","1","10.763494","0","39"
"/Game/Assets/EF_Edith/Shared/GenericPropsInterior/PictureFrame/PictureFrameWood_a_c_Mat.PictureFrameWood_a_c_Mat","0","21","10","1","22.280113","0","80"
"/Game/Assets/EF_FirstFloor/Shared/Bathtub/Characters/ShowerCurtain/ShowerCurtain_Mat.ShowerCurtain_Mat","0","43","11","1","42.685837","0","238"
"/Game/Assets/EF_FirstFloor/Common/MasterMaterial/Master_Props_SubSurface_Mat.Master_Props_SubSurface_Mat","0","90","10","1","96.394684","0","664"
